PMID	DRUG	AE	LlamaTiFirst	LlamaAbFirst	pAuth_modelA	pAuth_modelB	aAuth	Title	Abstract
29784450	Cisplatin	Radiation Injuries	0	0	0	0		Physician assessed and patient reported urinary morbidity after radio-chemotherapy and image guided adaptive brachytherapy for locally advanced cervical cancer.	"BACKGROUND AND PURPOSE: The EMBRACE study is a prospective multi-institutional study on MRI guided adaptive brachytherapy (IGABT) in locally advanced cervix cancer (LACC). This analysis describes early to late urinary morbidity assessed by physicians and patients (PRO). MATERIAL AND METHODS: A total of 1176 patients were analysed. Median follow up (FU) was 27 (1-83) months. Morbidity (CTCAE v.3) and PRO (EORTC QLQ-C30&CX24) was prospectively assessed at baseline (BL), and during FU. RESULTS: The most frequent symptoms were frequency/urgency, incontinence, and cystitis with grade 2-4 prevalence rates of 4.3%, 5.0% and 1.7% and grade 1-4 prevalence rates of 24.5%, 16.1% and 5.8% at 3-years. The most frequent PRO endpoints were ""urinary frequency"" and ""leaking of urine"". Prevalence of ""Quite a bit"" or ""very much"" bother fluctuated from 14.0% to 21.5% for ""frequency"", while ""leaking of urine"" increased from 4.6% at BL to 9.3% at 3-years. Actuarial 3-year incidence of grade 3-4 urinary morbidity was 5.3% with most events being urinary frequency, incontinence and ureteral strictures. Grade 3-4 fistula, bleeding, spasm and cystitis were all <1.0% at 3/5-years. No grade 5 toxicity occurred. CONCLUSION: Urinary grade 3-4 morbidity with IGABT was limited. Urinary morbidity grade 2-4 comprises mainly frequency/urgency, incontinence and cystitis and has considerable prevalence in PRO. Various urinary morbidity endpoints have different patterns of manifestation and time course."
29909392	Hydrochlorothiazide	Exanthema	1	0	0	0		Thiazide diuretics-associated skin rash.	
30015889	Potassium Chloride	Heart Arrest	0	0	0	0		Astragalin and dihydromyricetin as adjuncts to histidine‑tryptophan‑ketoglutarate cardioplegia enhances protection during cardioplegic arrest.	The present study used an in vitro model of cold cardioplegia in isolated working rat hearts to evaluate the possible effects of two flavonoids, astragalin and dihydromyricetin, as adjuncts to histidine‑tryptophan‑ketoglutarate (HTK) cardioplegia. The following three groups of male Sprague Dawley rats were evaluated: The HTK group, treated with HTK alone; the HTK‑A group, treated with 10 micromol/l astragalin; and the HTK‑D group, treated with 10 micromol/l dihydromyricetin. Isolated rat hearts were perfused with Krebs‑Henseleit buffer for 30 min and incubated with the respective cardioplegic solution for 6 h at 4 C. Subsequently, astragalin or dihydromyricetin was added to the cardioplegic solutions. Following 30 min of reperfusion, the left ventricular developed pressure (LVDP), maximum up/down rate of left ventricular pressure (+/-dp/dtmax) and heart rate were documented as indices of myocardial function using a physiological recorder. Myocardial infarct size (IS) was estimated using 2,3,5‑triphenyltetrazolium chloride staining. Lactate dehydrogenase (LDH) and creatine kinase (CK) levels were also determined to assess the degree of cardiac injury. Cardiomyocyte apoptosis analysis was performed using an in situ cell death detection kit. In addition, malondialdehyde (MDA), superoxide dismutase (SOD), interleukin‑6 (IL‑6), tumor necrosis factor‑alpha (TNF‑alpha), C‑reactive protein (CRP) levels, as well as the glutathione/glutathione disulfide (GSH/GSSG) ratio were determined and analyzed using ELISA kits. The protein levels of caspase‑9 and B‑cell lymphoma‑2 (Bcl‑2) were determined using western blot analysis. The results demonstrated that exposure to astragalin or dihydromyricetin significantly improved the recovery of LVDP (P<0.05 and P<0.01, respectively), the +dP/dtmax (P<0.05 for dihydromyricetin only) and the ‑dP/dtmax (P<0.05 and P<0.01, respectively), increased SOD levels (P<0.05 and P<0.01, respectively) and GSH/GSSG ratios (P<0.05), reduced myocardial IS (P<0.05 and P<0.01, respectively), decreased CK, LDH, IL‑6 (all P<0.05 and P<0.01, respectively), MDA (P<0.05), CRP (P<0.05) and TNF‑alpha levels (P<0.05 and P<0.01, respectively), increased Bcl‑2 levels (P<0.01) and decreased caspase‑9 levels (P<0.01). The results indicated that the addition of either flavonoid (particularly dihydromyricetin) to HTK enhances protection during ischemia, decreases myocardial dysfunction by enhancing anti‑inflammatory activities, attenuates myocardial oxidative injury and prevents apoptosis during ischemia/reperfusion.
30015889	Procaine	Heart Arrest	0	0	0	0		Astragalin and dihydromyricetin as adjuncts to histidine‑tryptophan‑ketoglutarate cardioplegia enhances protection during cardioplegic arrest.	The present study used an in vitro model of cold cardioplegia in isolated working rat hearts to evaluate the possible effects of two flavonoids, astragalin and dihydromyricetin, as adjuncts to histidine‑tryptophan‑ketoglutarate (HTK) cardioplegia. The following three groups of male Sprague Dawley rats were evaluated: The HTK group, treated with HTK alone; the HTK‑A group, treated with 10 micromol/l astragalin; and the HTK‑D group, treated with 10 micromol/l dihydromyricetin. Isolated rat hearts were perfused with Krebs‑Henseleit buffer for 30 min and incubated with the respective cardioplegic solution for 6 h at 4 C. Subsequently, astragalin or dihydromyricetin was added to the cardioplegic solutions. Following 30 min of reperfusion, the left ventricular developed pressure (LVDP), maximum up/down rate of left ventricular pressure (+/-dp/dtmax) and heart rate were documented as indices of myocardial function using a physiological recorder. Myocardial infarct size (IS) was estimated using 2,3,5‑triphenyltetrazolium chloride staining. Lactate dehydrogenase (LDH) and creatine kinase (CK) levels were also determined to assess the degree of cardiac injury. Cardiomyocyte apoptosis analysis was performed using an in situ cell death detection kit. In addition, malondialdehyde (MDA), superoxide dismutase (SOD), interleukin‑6 (IL‑6), tumor necrosis factor‑alpha (TNF‑alpha), C‑reactive protein (CRP) levels, as well as the glutathione/glutathione disulfide (GSH/GSSG) ratio were determined and analyzed using ELISA kits. The protein levels of caspase‑9 and B‑cell lymphoma‑2 (Bcl‑2) were determined using western blot analysis. The results demonstrated that exposure to astragalin or dihydromyricetin significantly improved the recovery of LVDP (P<0.05 and P<0.01, respectively), the +dP/dtmax (P<0.05 for dihydromyricetin only) and the ‑dP/dtmax (P<0.05 and P<0.01, respectively), increased SOD levels (P<0.05 and P<0.01, respectively) and GSH/GSSG ratios (P<0.05), reduced myocardial IS (P<0.05 and P<0.01, respectively), decreased CK, LDH, IL‑6 (all P<0.05 and P<0.01, respectively), MDA (P<0.05), CRP (P<0.05) and TNF‑alpha levels (P<0.05 and P<0.01, respectively), increased Bcl‑2 levels (P<0.01) and decreased caspase‑9 levels (P<0.01). The results indicated that the addition of either flavonoid (particularly dihydromyricetin) to HTK enhances protection during ischemia, decreases myocardial dysfunction by enhancing anti‑inflammatory activities, attenuates myocardial oxidative injury and prevents apoptosis during ischemia/reperfusion.
29473172	Ceftriaxone	Anemia, Hemolytic, Autoimmune	1	1	0	0	1.0	Ceftriaxone-induced drug reaction mimicking acute splenic sequestration crisis in a child with hemoglobin SC disease.	BACKGROUND: Acute splenic sequestration crisis is a complication of sickle cell disease (SCD) occurring when intrasplenic red blood cell (RBC) sickling prevents blood from leaving the spleen, causing acute splenic enlargement. Although typically seen in young children, it has been reported in older children with hemoglobin (Hb)SC disease, eventually resulting in functional asplenia. Ceftriaxone is a frequently used antibiotic of choice for children with SCD, because of its efficacy against invasive pneumococcal disease. CASE REPORT: We report a case of a 9-year-old female with HbSC disease, who had a fatal reaction after receiving a dose of ceftriaxone in the outpatient clinic for fever. Her Hb level decreased abruptly from 9.3 to 2.3 mg/dL. RBC clumps with no visible hemolysis were observed in the postreaction sample. Autopsy examination revealed marked splenomegaly with acute congestion and sickled cells in the spleen and liver. Serologic testing revealed a positive direct antiglobulin test with polyspecific antibody, anti-C3, and anti-C3d, but negative with anti-immunoglobulin G. Ceftriaxone-dependent RBC antibodies were detected in her serum and RBC eluate when tested in the presence of the drug. CONCLUSION: We report a new presentation of ceftriaxone-induced drug reaction in a patient with SCD mimicking an acute splenic sequestration crisis. Review of the literature for cases of ceftriaxone-induced drug reactions in pediatric patients revealed nine previously reported cases of ceftriaxone-induced immune hemolytic anemia in children with SCD since 1995, but none with an initial presentation suggestive of acute splenic sequestration crisis.
28918165	Clonidine	Delirium	1	0	0	0		Delirium Following Topical Application of Compounded Creams Containing Multiple Analgesic Medications in Geriatric Patients: Two New Cases.	
28918165	Imipramine	Delirium	1	0	0	0		Delirium Following Topical Application of Compounded Creams Containing Multiple Analgesic Medications in Geriatric Patients: Two New Cases.	
28918165	Ketamine	Delirium	1	0	0	0		Delirium Following Topical Application of Compounded Creams Containing Multiple Analgesic Medications in Geriatric Patients: Two New Cases.	
28918165	Lidocaine	Delirium	1	0	0	0		Delirium Following Topical Application of Compounded Creams Containing Multiple Analgesic Medications in Geriatric Patients: Two New Cases.	
29489563	Sildenafil Citrate	Vision Disorders	1	1	0	0	0.0	SILDENAFIL CITRATE INDUCED RETINAL TOXICITY-ELECTRORETINOGRAM, OPTICAL COHERENCE TOMOGRAPHY, AND ADAPTIVE OPTICS FINDINGS.	BACKGROUND/PURPOSE: To report a case of persistent retinal toxicity associated with a high dose of sildenafil citrate intake. METHODS: Single retrospective case report. RESULTS: A 31-year-old white man with no medical history presented with complaints of bilateral multicolored photopsias and erythropsia (red-tinted vision), shortly after taking sildenafil citrate-purchased through the internet. Patient was found to have cone photoreceptor damage, demonstrated using electroretinogram, optical coherence tomography, and adaptive optics imaging. The patient's symptoms and the photoreceptor structural changes persisted for several months. CONCLUSION: Sildenafil citrate is a widely used erectile dysfunction medication that is typically associated with transient visual symptoms in normal dosage. At high dosage, sildenafil citrate can lead to persistent retinal toxicity in certain individuals.
30161312	Doxazosin	Sexual Dysfunction, Physiological	0	0	0	0		[Therapeutic effects of alpha-adrenergic receptor antagonists on benign prostatic hyperplasia: A network meta-analysis].	OBJECTIVE: To investigate the therapeutic effects of commonly used selective alpha-adrenergic receptor antagonists (alpha-ARA) on benign prostatic hyperplasia (BPH). METHODS: PubMed, Embase and CNKI databases were searched for the literature about selective alpha-ARAs for the treatment of BPH and the information was extracted on the common adverse reactions in the course of treatment. Multivariate meta-analysis was conducted to investigate the therapeutic effects of different alpha-ARAs. RESULTS: The total rates of adverse effects of silodosin and tamsulosin were the highest, 51.9% and 34.0% respectively, with the highest incidences of headache (38.3%), weakness (23.6%) and dizziness (17.5%). Besides, tamsulosin ranked the first in inducing sexual dysfunction of the male patients with BPH (70.4%). CONCLUSIONS: Doxazosin is preferable as the first-choice treatment of BPH for its therapeutic effect and improvement of the patient's quality of life. Silodosin and tamsulosin, however, can be selectively used according to the patient's specific tolerance to different adverse effects.
30212527	Betamethasone	Fetal Growth Retardation	1	1	0	0	0.0	Antenatal exposure to betamethasone induces placental 11beta-hydroxysteroid dehydrogenase type 2 expression and the adult metabolic disorders in mice.	Antenatal overexposure to glucocorticoids causes fetal intrauterine growth restriction (IUGR) and adult metabolic disorders. 11beta-hydroxysteroid dehydrogenase (11beta-HSD) 1 and 2 are key enzymes for glucocorticoid metabolism, however, the detailed effects of antenatal overexposure to glucocorticoids on placental 11beta-HSD1 and 2 expression and adult metabolic disorders remain obscure. Here, we report that, in placenta 11beta-HSD1 is diffusely localized, whereas 11beta-HSD2 is specifically expressed in labyrinthine layer. Exposure of pregnant dams to betamethasone significantly increases the expression of placental 11beta-HSD2 but not 11beta-HSD1, and decreases the weights of fetuses but not placentas. Antenatal exposure to betamethasone leads to either significant weight loss in the offspring younger than 10-week-old, or weight gain in those older than 14-week-old. Furthermore, antenatal exposure to betamethasone results in coexistence of various metabolic disorders in adult offspring, including hyperglycemia, glucose intolerance, low insulin secretory capacity and hyperlipidemia. The present study demonstrates that exposure of pregnant dams to betamethasone induces the expression of placental 11beta-HSD2 but not 11beta-HSD1, leads to fetal IUGR and causes adult metabolic disorders, providing evidence for fetal origins of adult diseases and the potential role of placental 11beta-HSD2 in them.
29729202	Acenocoumarol	Joint Diseases	1	1	1	1	0.0	Nonhemorrhagic joint disorders and vitamin K antagonists: an under-recognized adverse drug reaction?	Isolated arthralgia, without hemorrhagic side effect, exists and is considered as a very rare adverse drug reaction according to vitamin K antagonists' (VKAs) summary of product characteristics. Up to now, there are no literature reports of isolated, nonhemorrhagic joint complications in patients receiving VKAs. Hence, the objective of this study was to describe cases of VKA-related nonhemorrhagic joint disorders (fluindione, warfarin, and acenocoumarol) reported in the French Pharmacovigilance Database (FPVD). Sixty-one reports (male : female ratio, 1.18; median [interquartile range (IQR)] age: 60 [49-72]) were found. Fluindione, warfarin, and acenocoumarol were respectively suspected in 42, 12, and 7 cases. Arthralgia was reported in 47 cases (77%), arthritis in nine cases (15%), capsulitis in three cases (5%), and bursitis in two cases (3%). Although the joint symptoms mainly concerned the lower limbs, all types of joints were affected. Arthralgia was associated with myalgia in 14 cases and with tendinitis in three cases. The median (IQR) time interval between VKA introduction and arthralgia onset was 26 (10-98) days (range: 1-6935). VKA was withdrawn in 44 cases, and a decrease in the intensity of joint symptoms was observed in 30 cases. In three cases, reintroduction of the same VKA led to the recurrence of symptoms. In view of the large prescription of this drug class worldwide, patients and clinicians (and especially primary care physicians and geriatricians) should be aware of this possible adverse drug reaction when confronted with joint disorders in patients of all ages taking VKAs.
29729202	Warfarin	Joint Diseases	1	1	1	1	0.0	Nonhemorrhagic joint disorders and vitamin K antagonists: an under-recognized adverse drug reaction?	Isolated arthralgia, without hemorrhagic side effect, exists and is considered as a very rare adverse drug reaction according to vitamin K antagonists' (VKAs) summary of product characteristics. Up to now, there are no literature reports of isolated, nonhemorrhagic joint complications in patients receiving VKAs. Hence, the objective of this study was to describe cases of VKA-related nonhemorrhagic joint disorders (fluindione, warfarin, and acenocoumarol) reported in the French Pharmacovigilance Database (FPVD). Sixty-one reports (male : female ratio, 1.18; median [interquartile range (IQR)] age: 60 [49-72]) were found. Fluindione, warfarin, and acenocoumarol were respectively suspected in 42, 12, and 7 cases. Arthralgia was reported in 47 cases (77%), arthritis in nine cases (15%), capsulitis in three cases (5%), and bursitis in two cases (3%). Although the joint symptoms mainly concerned the lower limbs, all types of joints were affected. Arthralgia was associated with myalgia in 14 cases and with tendinitis in three cases. The median (IQR) time interval between VKA introduction and arthralgia onset was 26 (10-98) days (range: 1-6935). VKA was withdrawn in 44 cases, and a decrease in the intensity of joint symptoms was observed in 30 cases. In three cases, reintroduction of the same VKA led to the recurrence of symptoms. In view of the large prescription of this drug class worldwide, patients and clinicians (and especially primary care physicians and geriatricians) should be aware of this possible adverse drug reaction when confronted with joint disorders in patients of all ages taking VKAs.
28918198	Insulin	Hypoglycemia	1	0	0	0		Are we missing hypoglycaemia? Elderly patients with insulin-treated diabetes present to primary care frequently with non-specific symptoms associated with hypoglycaemia.	"INTRODUCTION: We assessed if patients with known hypoglycaemia present on other occasions with non-specific symptoms associated with (but not diagnosed as) hypoglycaemia, potentially representing missed hypoglycaemia. METHODS: 335 primary care records (5/2/12-4/2/13) from patients aged >65 (79 on insulin, 85 on sulphonylureas, 121 on metformin only, 50 without diabetes) were assessed for hypoglycaemia episodes and consultations with non-specific symptoms, ""hypo clues"". RESULTS: 27/79(34%) insulin-treated patients had >1 documented hypoglycaemia episode, compared to 4/85(5%) sulphonylurea-treated patients, 2/121(2%) metformin-only treated patients, and none without diabetes, p<0.001. ""Hypo clue"" consultations were common: 1.37 consultations/patient/year in insulin-treated patients, 0.98/patient/year in sulphonylurea-treated, 0.97/patient/year in metformin only-treated, and 0.78/patient/year in non-diabetic patients, p=0.34. In insulin-treated patients with documented hypoglycaemia, 20/27(74%) attended on another occasion with a ""hypo clue"" symptom, compared to 21/52(40%) of those without hypoglycaemia, p=0.008. No significant difference in the other treatment groups. Nausea, falls and unsteadiness were the most discriminatory symptoms: 7/33(21%) with hypoglycaemia attended on another occasion with nausea compared to 14/302(5%) without hypoglycaemia, p=0.002; 10/33(30%) vs 36/302(12%) with falls, p=0.007; and 5/33(15%) vs 13/302(4%) with unsteadiness, p=0.023. CONCLUSIONS: Non-specific symptoms are common in those >65 years. In insulin-treated patients at high hypoglycaemia risk, nausea, falls and unsteadiness should prompt consideration of hypoglycaemia."
28918198	Insulin	Nausea	1	0	0	0		Are we missing hypoglycaemia? Elderly patients with insulin-treated diabetes present to primary care frequently with non-specific symptoms associated with hypoglycaemia.	"INTRODUCTION: We assessed if patients with known hypoglycaemia present on other occasions with non-specific symptoms associated with (but not diagnosed as) hypoglycaemia, potentially representing missed hypoglycaemia. METHODS: 335 primary care records (5/2/12-4/2/13) from patients aged >65 (79 on insulin, 85 on sulphonylureas, 121 on metformin only, 50 without diabetes) were assessed for hypoglycaemia episodes and consultations with non-specific symptoms, ""hypo clues"". RESULTS: 27/79(34%) insulin-treated patients had >1 documented hypoglycaemia episode, compared to 4/85(5%) sulphonylurea-treated patients, 2/121(2%) metformin-only treated patients, and none without diabetes, p<0.001. ""Hypo clue"" consultations were common: 1.37 consultations/patient/year in insulin-treated patients, 0.98/patient/year in sulphonylurea-treated, 0.97/patient/year in metformin only-treated, and 0.78/patient/year in non-diabetic patients, p=0.34. In insulin-treated patients with documented hypoglycaemia, 20/27(74%) attended on another occasion with a ""hypo clue"" symptom, compared to 21/52(40%) of those without hypoglycaemia, p=0.008. No significant difference in the other treatment groups. Nausea, falls and unsteadiness were the most discriminatory symptoms: 7/33(21%) with hypoglycaemia attended on another occasion with nausea compared to 14/302(5%) without hypoglycaemia, p=0.002; 10/33(30%) vs 36/302(12%) with falls, p=0.007; and 5/33(15%) vs 13/302(4%) with unsteadiness, p=0.023. CONCLUSIONS: Non-specific symptoms are common in those >65 years. In insulin-treated patients at high hypoglycaemia risk, nausea, falls and unsteadiness should prompt consideration of hypoglycaemia."
28918198	Metformin	Hypoglycemia	1	0	0	0		Are we missing hypoglycaemia? Elderly patients with insulin-treated diabetes present to primary care frequently with non-specific symptoms associated with hypoglycaemia.	"INTRODUCTION: We assessed if patients with known hypoglycaemia present on other occasions with non-specific symptoms associated with (but not diagnosed as) hypoglycaemia, potentially representing missed hypoglycaemia. METHODS: 335 primary care records (5/2/12-4/2/13) from patients aged >65 (79 on insulin, 85 on sulphonylureas, 121 on metformin only, 50 without diabetes) were assessed for hypoglycaemia episodes and consultations with non-specific symptoms, ""hypo clues"". RESULTS: 27/79(34%) insulin-treated patients had >1 documented hypoglycaemia episode, compared to 4/85(5%) sulphonylurea-treated patients, 2/121(2%) metformin-only treated patients, and none without diabetes, p<0.001. ""Hypo clue"" consultations were common: 1.37 consultations/patient/year in insulin-treated patients, 0.98/patient/year in sulphonylurea-treated, 0.97/patient/year in metformin only-treated, and 0.78/patient/year in non-diabetic patients, p=0.34. In insulin-treated patients with documented hypoglycaemia, 20/27(74%) attended on another occasion with a ""hypo clue"" symptom, compared to 21/52(40%) of those without hypoglycaemia, p=0.008. No significant difference in the other treatment groups. Nausea, falls and unsteadiness were the most discriminatory symptoms: 7/33(21%) with hypoglycaemia attended on another occasion with nausea compared to 14/302(5%) without hypoglycaemia, p=0.002; 10/33(30%) vs 36/302(12%) with falls, p=0.007; and 5/33(15%) vs 13/302(4%) with unsteadiness, p=0.023. CONCLUSIONS: Non-specific symptoms are common in those >65 years. In insulin-treated patients at high hypoglycaemia risk, nausea, falls and unsteadiness should prompt consideration of hypoglycaemia."
28918198	Metformin	Nausea	1	0	0	0		Are we missing hypoglycaemia? Elderly patients with insulin-treated diabetes present to primary care frequently with non-specific symptoms associated with hypoglycaemia.	"INTRODUCTION: We assessed if patients with known hypoglycaemia present on other occasions with non-specific symptoms associated with (but not diagnosed as) hypoglycaemia, potentially representing missed hypoglycaemia. METHODS: 335 primary care records (5/2/12-4/2/13) from patients aged >65 (79 on insulin, 85 on sulphonylureas, 121 on metformin only, 50 without diabetes) were assessed for hypoglycaemia episodes and consultations with non-specific symptoms, ""hypo clues"". RESULTS: 27/79(34%) insulin-treated patients had >1 documented hypoglycaemia episode, compared to 4/85(5%) sulphonylurea-treated patients, 2/121(2%) metformin-only treated patients, and none without diabetes, p<0.001. ""Hypo clue"" consultations were common: 1.37 consultations/patient/year in insulin-treated patients, 0.98/patient/year in sulphonylurea-treated, 0.97/patient/year in metformin only-treated, and 0.78/patient/year in non-diabetic patients, p=0.34. In insulin-treated patients with documented hypoglycaemia, 20/27(74%) attended on another occasion with a ""hypo clue"" symptom, compared to 21/52(40%) of those without hypoglycaemia, p=0.008. No significant difference in the other treatment groups. Nausea, falls and unsteadiness were the most discriminatory symptoms: 7/33(21%) with hypoglycaemia attended on another occasion with nausea compared to 14/302(5%) without hypoglycaemia, p=0.002; 10/33(30%) vs 36/302(12%) with falls, p=0.007; and 5/33(15%) vs 13/302(4%) with unsteadiness, p=0.023. CONCLUSIONS: Non-specific symptoms are common in those >65 years. In insulin-treated patients at high hypoglycaemia risk, nausea, falls and unsteadiness should prompt consideration of hypoglycaemia."
27843001	Atropine	Tachycardia, Ventricular	1	0	0	0		Wide QRS Complex Tachycardia After Atropine Eye Drop Instillation as the First Manifestation of Steinert Disease.	
29233604	Oxaliplatin	Hyperalgesia	1	1	0	0	0.0	Axonal excitability changes and acute symptoms of oxaliplatin treatment: In vivo evidence for slowed sodium channel inactivation.	OBJECTIVE: Neurotoxicity is the most frequent dose-limiting side effect of the anti-cancer agent oxaliplatin, but the mechanisms are not well understood. This study used nerve excitability testing to investigate the pathophysiology of the acute neurotoxicity. METHODS: Questionnaires, quantitative sensory tests, nerve conduction studies and nerve excitability testing were undertaken in 12 patients with high-risk colorectal cancer treated with adjuvant oxaliplatin and in 16 sex- and age-matched healthy controls. Examinations were performed twice for patients: once within 3 days after oxaliplatin treatment (post-infusion examination) and once shortly before the following treatment (recovery examination). RESULTS: The most frequent post-infusion symptoms were tingling paresthesias and cold allodynia. The most prominent nerve excitability change was decreased superexcitability of motor axons which correlated with the average intensity of abnormal sensations (Spearman Rho = 0.80, p < .01). The motor nerve excitability changes were well modeled by a slowing of sodium channel inactivation, and were proportional to dose/m(2) with a half-life of about 10d. CONCLUSIONS: Oxaliplatin induces reversible slowing of sodium channel inactivation in motor axons, and these changes are closely related to the reversible cold allodynia. However, further studies are required due to small sample size in this study. SIGNIFICANCE: Nerve excitability data provide an index of sodium channel dysfunction: an objective biomarker of acute oxaliplatin neurotoxicity.
29532621	Fluorouracil	Hyperpigmentation	0	0	0	0		Comparison between the efficacy of microneedling combined with 5-fluorouracil vs microneedling with tacrolimus in the treatment of vitiligo.	BACKGROUND: Several treatment modalities had been used for the treatment of vitiligo, but the optimal treatment has not yet been identified. OBJECTIVES: To study the efficacy of microneedling with 5-flurouracil vs its efficacy with tacrolimus in the treatment of vitiligo. PATIENTS AND METHODS: Twenty-five patients with vitiligo were subjected to microneedling of 2 patches of vitiligo with dermapen, then application of 5-fluorouracil to 1 patch and tacrolimus on the other patch. This procedure was repeated every 2 weeks for every patient for maximum 6 months (12 sessions). The patients were followed up for 3 months after the last session. RESULTS: The overall repigmentation was significantly higher in 5-fluorouracil-treated patches compared with tacrolimus. Excellent improvement occurred in 48% of 5- flurouracil-treated patches while only in 16% of tacrolimus-treated patches. In the acral parts, 40% of the patches treated with 5-fluorouracil achieved excellent improvement (repigmentation >75%), while no patch in the acral parts achieved excellent improvement with tacrolimus. However, there was significant difference between the 2 drugs,regarding inflammation, ulceration, and hyperpigmentation which occurred with 5-fluorouracil. CONCLUSION: Microneedling combined with 5-fluorouracil or tacrolimus is safe and effective treatment of vitiligo. However, 5-fluorouracil achieved a greater percentage of repigmentation than tacrolimus particularly in the acral parts.
29532621	Fluorouracil	Inflammation	0	0	0	0		Comparison between the efficacy of microneedling combined with 5-fluorouracil vs microneedling with tacrolimus in the treatment of vitiligo.	BACKGROUND: Several treatment modalities had been used for the treatment of vitiligo, but the optimal treatment has not yet been identified. OBJECTIVES: To study the efficacy of microneedling with 5-flurouracil vs its efficacy with tacrolimus in the treatment of vitiligo. PATIENTS AND METHODS: Twenty-five patients with vitiligo were subjected to microneedling of 2 patches of vitiligo with dermapen, then application of 5-fluorouracil to 1 patch and tacrolimus on the other patch. This procedure was repeated every 2 weeks for every patient for maximum 6 months (12 sessions). The patients were followed up for 3 months after the last session. RESULTS: The overall repigmentation was significantly higher in 5-fluorouracil-treated patches compared with tacrolimus. Excellent improvement occurred in 48% of 5- flurouracil-treated patches while only in 16% of tacrolimus-treated patches. In the acral parts, 40% of the patches treated with 5-fluorouracil achieved excellent improvement (repigmentation >75%), while no patch in the acral parts achieved excellent improvement with tacrolimus. However, there was significant difference between the 2 drugs,regarding inflammation, ulceration, and hyperpigmentation which occurred with 5-fluorouracil. CONCLUSION: Microneedling combined with 5-fluorouracil or tacrolimus is safe and effective treatment of vitiligo. However, 5-fluorouracil achieved a greater percentage of repigmentation than tacrolimus particularly in the acral parts.
29532621	Fluorouracil	Skin Ulcer	0	0	0	0		Comparison between the efficacy of microneedling combined with 5-fluorouracil vs microneedling with tacrolimus in the treatment of vitiligo.	BACKGROUND: Several treatment modalities had been used for the treatment of vitiligo, but the optimal treatment has not yet been identified. OBJECTIVES: To study the efficacy of microneedling with 5-flurouracil vs its efficacy with tacrolimus in the treatment of vitiligo. PATIENTS AND METHODS: Twenty-five patients with vitiligo were subjected to microneedling of 2 patches of vitiligo with dermapen, then application of 5-fluorouracil to 1 patch and tacrolimus on the other patch. This procedure was repeated every 2 weeks for every patient for maximum 6 months (12 sessions). The patients were followed up for 3 months after the last session. RESULTS: The overall repigmentation was significantly higher in 5-fluorouracil-treated patches compared with tacrolimus. Excellent improvement occurred in 48% of 5- flurouracil-treated patches while only in 16% of tacrolimus-treated patches. In the acral parts, 40% of the patches treated with 5-fluorouracil achieved excellent improvement (repigmentation >75%), while no patch in the acral parts achieved excellent improvement with tacrolimus. However, there was significant difference between the 2 drugs,regarding inflammation, ulceration, and hyperpigmentation which occurred with 5-fluorouracil. CONCLUSION: Microneedling combined with 5-fluorouracil or tacrolimus is safe and effective treatment of vitiligo. However, 5-fluorouracil achieved a greater percentage of repigmentation than tacrolimus particularly in the acral parts.
29532621	Tacrolimus	Hyperpigmentation	0	0	0	0		Comparison between the efficacy of microneedling combined with 5-fluorouracil vs microneedling with tacrolimus in the treatment of vitiligo.	BACKGROUND: Several treatment modalities had been used for the treatment of vitiligo, but the optimal treatment has not yet been identified. OBJECTIVES: To study the efficacy of microneedling with 5-flurouracil vs its efficacy with tacrolimus in the treatment of vitiligo. PATIENTS AND METHODS: Twenty-five patients with vitiligo were subjected to microneedling of 2 patches of vitiligo with dermapen, then application of 5-fluorouracil to 1 patch and tacrolimus on the other patch. This procedure was repeated every 2 weeks for every patient for maximum 6 months (12 sessions). The patients were followed up for 3 months after the last session. RESULTS: The overall repigmentation was significantly higher in 5-fluorouracil-treated patches compared with tacrolimus. Excellent improvement occurred in 48% of 5- flurouracil-treated patches while only in 16% of tacrolimus-treated patches. In the acral parts, 40% of the patches treated with 5-fluorouracil achieved excellent improvement (repigmentation >75%), while no patch in the acral parts achieved excellent improvement with tacrolimus. However, there was significant difference between the 2 drugs,regarding inflammation, ulceration, and hyperpigmentation which occurred with 5-fluorouracil. CONCLUSION: Microneedling combined with 5-fluorouracil or tacrolimus is safe and effective treatment of vitiligo. However, 5-fluorouracil achieved a greater percentage of repigmentation than tacrolimus particularly in the acral parts.
